   5.8708827e-01   6.0006440e-01   6.1184111e-01   6.2470016e-01   6.3423645e-01   6.4275153e-01   6.5111552e-01   6.5604631e-01   6.5874671e-01   6.5860368e-01   6.5553171e-01   6.4999426e-01   6.4075385e-01   6.3169822e-01   6.2154133e-01   6.0727584e-01   5.9373467e-01   5.7870413e-01   5.5884441e-01   5.4093234e-01   5.2213625e-01   4.9829783e-01   4.7741647e-01   4.5585459e-01   4.2866795e-01   4.0509999e-01   3.8103812e-01   3.5141594e-01   3.2576501e-01   2.9934332e-01   2.6680391e-01   2.3936144e-01   2.1182452e-01   1.8111001e-01   1.5960145e-01   1.4298281e-01   1.3011880e-01   1.2526749e-01   1.2496326e-01   1.3005927e-01   1.3932035e-01   1.5281313e-01   1.7394911e-01   1.9588982e-01   2.2097213e-01   2.5445415e-01   2.8429044e-01   3.1507389e-01   3.5104523e-01   3.7893295e-01   4.0432551e-01   4.3107231e-01   4.5015461e-01   4.6601999e-01   4.8032746e-01   4.8852371e-01   4.9322207e-01   4.9396839e-01   4.9127674e-01   4.8696766e-01   4.8123026e-01   4.7673770e-01   4.7327510e-01   4.7174887e-01   4.7360419e-01   4.7892450e-01   4.9044440e-01   5.0326222e-01   5.1818562e-01   5.3773335e-01   5.5412884e-01   5.6983086e-01
   9.8248946e-01   1.0129294e+00   1.0428401e+00   1.0776813e+00   1.1021563e+00   1.1202827e+00   1.1322006e+00   1.1349519e+00   1.1322076e+00   1.1215198e+00   1.1066849e+00   1.0883407e+00   1.0646331e+00   1.0431797e+00   1.0187747e+00   9.8799870e-01   9.6363069e-01   9.4189860e-01   9.1672907e-01   8.9377245e-01   8.6890679e-01   8.3608095e-01   8.0711595e-01   7.7717714e-01   7.3673389e-01   6.9653262e-01   6.5084084e-01   5.9330578e-01   5.4434652e-01   4.9167963e-01   4.2051661e-01   3.5759170e-01   2.9534210e-01   2.1916254e-01   1.5125834e-01   8.4853423e-02   3.6999288e-02   4.2439023e-02   4.4052690e-02   4.5139947e-02   9.4929502e-02   1.7029822e-01   2.5429183e-01   3.1718529e-01   3.7900330e-01   4.5353073e-01   5.1173238e-01   5.6012082e-01   6.0015183e-01   6.2000218e-01   6.3406248e-01   6.5337985e-01   6.7461255e-01   6.9689708e-01   7.1907885e-01   7.3274101e-01   7.4236534e-01   7.4638035e-01   7.4338403e-01   7.3731648e-01   7.3032743e-01   7.2683021e-01   7.2640911e-01   7.3127580e-01   7.4083393e-01   7.5686548e-01   7.8583077e-01   8.1492382e-01   8.4522680e-01   8.8187855e-01   9.1270597e-01   9.4450400e-01
   1.1344437e+00   1.1690743e+00   1.2031468e+00   1.2404168e+00   1.2627963e+00   1.2759196e+00   1.2820342e+00   1.2858307e+00   1.2871595e+00   1.2788475e+00   1.2643972e+00   1.2460197e+00   1.2209780e+00   1.2004327e+00   1.1817554e+00   1.1581960e+00   1.1340949e+00   1.1087571e+00   1.0905458e+00   1.0856314e+00   1.0815002e+00   1.0730950e+00   1.0639671e+00   1.0524024e+00   1.0321434e+00   1.0049846e+00   9.6450218e-01   9.0073960e-01   8.4038698e-01   7.7622131e-01   6.8761933e-01   5.9814491e-01   4.9573322e-01   3.6150351e-01   2.4217299e-01   1.1587052e-01   7.0608045e-02   1.5156673e-01   1.7164795e-01   1.4850406e-01   1.7626689e-01   2.8660905e-01   4.6921471e-01   6.1590500e-01   7.5496867e-01   9.0273390e-01   9.9568286e-01   1.0533122e+00   1.0649687e+00   1.0276939e+00   9.6545617e-01   8.8655525e-01   8.3184776e-01   7.9003716e-01   7.5928231e-01   7.4799597e-01   7.4657823e-01   7.5274857e-01   7.5668592e-01   7.5539311e-01   7.4779808e-01   7.4235913e-01   7.4453158e-01   7.6305823e-01   7.8800658e-01   8.1646325e-01   8.5659802e-01   8.9639667e-01   9.4092323e-01   9.9832920e-01   1.0455106e+00   1.0893621e+00
   1.1504981e+00   1.1712527e+00   1.1824099e+00   1.1854275e+00   1.1861378e+00   1.1878217e+00   1.1886987e+00   1.1924490e+00   1.1986318e+00   1.2010327e+00   1.1969528e+00   1.1893152e+00   1.1708763e+00   1.1538929e+00   1.1423528e+00   1.1286422e+00   1.1162866e+00   1.1046988e+00   1.1008569e+00   1.1100514e+00   1.1269405e+00   1.1470801e+00   1.1577047e+00   1.1601764e+00   1.1504014e+00   1.1329555e+00   1.1070930e+00   1.0524081e+00   9.8973008e-01   9.1315572e-01   7.9514424e-01   6.9178468e-01   5.9679436e-01   4.8254780e-01   3.6580783e-01   2.0274022e-01   6.4551698e-02   2.4115964e-01   2.6573980e-01   1.6422095e-01   2.5804927e-01   4.5547691e-01   5.8777210e-01   6.1874348e-01   7.2641595e-01   1.0212981e+00   1.2741517e+00   1.4525569e+00   1.5300484e+00   1.4981173e+00   1.4038918e+00   1.2334287e+00   1.0740712e+00   9.2347947e-01   7.8012549e-01   7.0736505e-01   6.7279568e-01   6.6470253e-01   6.7030413e-01   6.7727370e-01   6.7932082e-01   6.7776488e-01   6.8545747e-01   7.1272010e-01   7.4790400e-01   7.9353921e-01   8.5595729e-01   9.1070260e-01   9.6423913e-01   1.0255823e+00   1.0734687e+00   1.1143424e+00
   8.4973338e-01   8.2610590e-01   7.7088514e-01   7.3699652e-01   7.0785125e-01   6.7674866e-01   6.5985182e-01   6.2645725e-01   6.1172156e-01   6.1588688e-01   6.0740363e-01   6.0248842e-01   5.9346870e-01   5.7851166e-01   5.6691553e-01   5.5856249e-01   5.5029023e-01   5.6371896e-01   5.8867791e-01   6.1347222e-01   6.5165475e-01   6.7247273e-01   6.8389480e-01   6.9190758e-01   6.7148283e-01   6.6571737e-01   6.5067932e-01   6.2817065e-01   6.1246483e-01   5.6966607e-01   4.8059652e-01   4.0827498e-01   3.8883265e-01   4.1444373e-01   4.1307634e-01   3.6981912e-01   3.7656758e-01   5.6903585e-01   7.2767938e-01   5.0107755e-01   1.3508664e+00   2.1915308e+00   1.2347827e+00   4.0576452e-01   4.1093862e-01   5.9670891e-01   1.0142966e+00   1.5151313e+00   1.8792656e+00   1.9651848e+00   1.9341179e+00   1.7206320e+00   1.4637560e+00   1.2107287e+00   9.2671640e-01   7.2971667e-01   6.0232491e-01   5.2268746e-01   4.8260428e-01   4.8283604e-01   4.8672204e-01   4.8879962e-01   5.2351770e-01   5.6571549e-01   6.1133630e-01   6.6386774e-01   7.1301332e-01   7.6713077e-01   7.9823777e-01   8.2190579e-01   8.5912486e-01   8.6161487e-01
   8.2316238e-01   7.9308206e-01   7.6010171e-01   7.4967317e-01   7.4310816e-01   7.3251723e-01   7.2201561e-01   6.9466386e-01   6.7665670e-01   6.4820536e-01   6.0538690e-01   5.8497784e-01   5.8769269e-01   6.0642201e-01   6.2543565e-01   6.4329684e-01   6.4165484e-01   6.2245333e-01   6.1566536e-01   6.3169576e-01   6.1080679e-01   5.9013146e-01   5.3267545e-01   4.5399854e-01   4.1591974e-01   3.8101462e-01   4.0874227e-01   5.2924812e-01   5.9333749e-01   6.8408465e-01   7.8669478e-01   8.7809161e-01   9.6981409e-01   1.0576473e+00   1.0373791e+00   1.0241984e+00   1.0898445e+00   1.0793889e+00   9.7285026e-01   7.9168535e-01   1.7087184e+00   3.2026784e+00   2.9791841e+00   1.5137544e+00   6.9576334e-01   1.8962323e-01   3.5801896e-01   1.0658371e+00   1.7988070e+00   2.1372501e+00   2.2837215e+00   2.1231121e+00   1.9238469e+00   1.6274771e+00   1.3182635e+00   1.0965572e+00   8.6489210e-01   7.1031476e-01   5.9107856e-01   5.3703244e-01   5.1830241e-01   5.1221639e-01   5.6170728e-01   6.1499433e-01   6.7977195e-01   7.2991512e-01   7.6539812e-01   7.9938948e-01   7.9861730e-01   8.1192620e-01   8.2928795e-01   8.3203977e-01
   1.7441557e+00   1.7716944e+00   1.8262250e+00   1.8443237e+00   1.8750990e+00   1.9063748e+00   1.9116653e+00   1.9527643e+00   1.9414943e+00   1.9830776e+00   1.9847264e+00   1.9794273e+00   2.0150853e+00   2.0057916e+00   2.0483821e+00   2.0318690e+00   2.0209983e+00   1.9958977e+00   1.9150573e+00   1.8887263e+00   1.8102687e+00   1.7319443e+00   1.6318413e+00   1.5254003e+00   1.4483138e+00   1.3883052e+00   1.3767898e+00   1.4164688e+00   1.4587845e+00   1.5165535e+00   1.5898272e+00   1.6455355e+00   1.7093541e+00   1.6890791e+00   1.6463446e+00   1.5722534e+00   1.5617994e+00   1.6197629e+00   1.2067148e+00   8.4060866e-01   1.1604348e+00   1.9055425e+00   2.7568819e+00   2.8120271e+00   2.1824493e+00   7.6440277e-01   2.7321114e-01   5.9120900e-01   1.4075226e+00   2.0139997e+00   2.3323954e+00   2.3768474e+00   2.2977834e+00   2.0793915e+00   1.9055187e+00   1.7260585e+00   1.5467728e+00   1.3657211e+00   1.2523293e+00   1.2090212e+00   1.1926660e+00   1.2390238e+00   1.2799498e+00   1.3434572e+00   1.4097759e+00   1.4585699e+00   1.4989615e+00   1.5292201e+00   1.5509924e+00   1.5894304e+00   1.6246964e+00   1.6698735e+00
   3.0782151e+00   3.1502774e+00   3.2026519e+00   3.2757927e+00   3.3058461e+00   3.3561314e+00   3.3870566e+00   3.4231471e+00   3.4345754e+00   3.4607443e+00   3.4739504e+00   3.4793527e+00   3.4794379e+00   3.4699012e+00   3.4768253e+00   3.4463849e+00   3.4345264e+00   3.3783673e+00   3.3113282e+00   3.2052343e+00   3.1181241e+00   2.9910589e+00   2.8699483e+00   2.7549837e+00   2.6196471e+00   2.5624702e+00   2.5075944e+00   2.4853213e+00   2.4643644e+00   2.4523244e+00   2.4444421e+00   2.4532938e+00   2.4157794e+00   2.3395868e+00   2.2025935e+00   2.1340309e+00   2.0288321e+00   2.0781476e+00   1.6548914e+00   1.0069817e+00   9.3274378e-01   1.0385667e+00   1.2402897e+00   1.6466867e+00   2.5523482e+00   2.1195840e+00   6.2306345e-01   5.1975344e-01   1.0640229e+00   1.7439665e+00   2.1815514e+00   2.4654647e+00   2.4897117e+00   2.4124671e+00   2.3559467e+00   2.2613196e+00   2.1517848e+00   1.9933798e+00   1.9942316e+00   1.9991036e+00   2.0923009e+00   2.2007804e+00   2.3030626e+00   2.4159938e+00   2.4910117e+00   2.5816401e+00   2.6628648e+00   2.7174256e+00   2.7800204e+00   2.8443554e+00   2.9193442e+00   2.9878019e+00
   4.3021000e+00   4.3939616e+00   4.4543975e+00   4.5404079e+00   4.5874576e+00   4.6391634e+00   4.6670237e+00   4.6894745e+00   4.6835329e+00   4.6862855e+00   4.6800398e+00   4.6816827e+00   4.6534535e+00   4.6343313e+00   4.6066445e+00   4.5714642e+00   4.5444176e+00   4.5031471e+00   4.4314262e+00   4.3376906e+00   4.2486775e+00   4.1291179e+00   4.0290822e+00   3.9092364e+00   3.7702112e+00   3.6765123e+00   3.5854350e+00   3.4945184e+00   3.4043100e+00   3.3448886e+00   3.2540590e+00   3.2136705e+00   3.1029023e+00   2.9364304e+00   2.7214584e+00   2.5737888e+00   2.4608953e+00   2.1963094e+00   1.5067754e+00   1.0121070e+00   8.0833444e-01   6.0942882e-01   5.9146258e-01   8.7901816e-01   1.9757799e+00   2.9318592e+00   1.4022902e+00   9.2132336e-01   1.0524328e+00   1.4968769e+00   2.0210789e+00   2.4605731e+00   2.5034152e+00   2.5063182e+00   2.6511757e+00   2.6798415e+00   2.5406251e+00   2.4468558e+00   2.5480678e+00   2.6902176e+00   2.8608978e+00   3.0324452e+00   3.2030455e+00   3.3764577e+00   3.5034819e+00   3.6329449e+00   3.7590831e+00   3.8544622e+00   3.9255484e+00   4.0339787e+00   4.1082030e+00   4.2065651e+00
   5.1102251e+00   5.1955317e+00   5.2725291e+00   5.3650820e+00   5.4238698e+00   5.4729426e+00   5.4936683e+00   5.5103533e+00   5.5014158e+00   5.4925150e+00   5.4687520e+00   5.4599073e+00   5.4183349e+00   5.3936821e+00   5.3513569e+00   5.3237887e+00   5.2909105e+00   5.2689770e+00   5.2111937e+00   5.1672270e+00   5.1023997e+00   5.0266316e+00   4.9432090e+00   4.8509035e+00   4.7114148e+00   4.5939291e+00   4.4728595e+00   4.3119169e+00   4.1807515e+00   4.0546788e+00   3.9240956e+00   3.8103669e+00   3.6696124e+00   3.4054777e+00   3.1405644e+00   2.8848292e+00   2.7807304e+00   2.3158078e+00   1.4024352e+00   1.0554859e+00   9.9569046e-01   9.7146226e-01   9.3693354e-01   9.7506161e-01   1.4652834e+00   2.7632376e+00   2.2208243e+00   1.1015762e+00   1.1001691e+00   1.3226301e+00   1.8597156e+00   2.2967509e+00   2.2815989e+00   2.1111163e+00   2.3245132e+00   2.4529806e+00   2.4918604e+00   2.5971518e+00   2.8751141e+00   3.1043139e+00   3.3458067e+00   3.5533689e+00   3.7644486e+00   3.9835294e+00   4.1641549e+00   4.3215088e+00   4.4912923e+00   4.6049667e+00   4.7098773e+00   4.8214465e+00   4.9118882e+00   5.0030826e+00
