-START-OF-DATA-
1	0.000019
2	1.90009E-05
3	1.90018E-05
4	1.90026E-05
5	1.90035E-05
7	1.90044E-05
8	1.90053E-05
9	1.90062E-05
10	1.9007E-05
11	1.90079E-05
12	1.90088E-05
13	1.90097E-05
14	1.90106E-05
15	1.90114E-05
16	1.90123E-05
17	1.90132E-05
18	1.90141E-05
19	1.9015E-05
20	1.90158E-05
21	1.90167E-05
22	1.90176E-05
23	1.90185E-05
24	1.90194E-05
25	1.90202E-05
26	1.90211E-05
27	1.9022E-05
28	1.90229E-05
29	1.90238E-05
30	1.90246E-05
31	1.90255E-05
32	1.90264E-05
33	1.90273E-05
34	1.90282E-05
35	1.9029E-05
36	1.90299E-05
37	1.90308E-05
38	1.90317E-05
39	1.90326E-05
40	1.90334E-05
41	1.90343E-05
42	1.90352E-05
43	1.90361E-05
44	1.9037E-05
45	1.90378E-05
46	1.90387E-05
47	1.90396E-05
48	1.90405E-05
49	1.90414E-05
50	1.90422E-05
51	1.90431E-05
52	1.9044E-05
53	1.90449E-05
54	1.90458E-05
55	1.90466E-05
56	1.90475E-05
57	1.90484E-05
58	1.90493E-05
59	1.90502E-05
60	1.9051E-05
61	1.90519E-05
62	1.90528E-05
63	1.90537E-05
64	1.90546E-05
65	1.90554E-05
66	1.90563E-05
67	1.90572E-05
68	1.90581E-05
69	1.9059E-05
70	1.90598E-05
71	1.90607E-05
72	1.90616E-05
73	1.90625E-05
74	1.90634E-05
75	1.90642E-05
76	1.90651E-05
77	1.9066E-05
78	1.90669E-05
79	1.90678E-05
80	1.90686E-05
81	1.90695E-05
82	1.90704E-05
83	1.90713E-05
84	1.90722E-05
85	1.9073E-05
86	1.90739E-05
87	1.90748E-05
88	1.90757E-05
89	1.90766E-05
90	1.90774E-05
91	1.90783E-05
92	1.90792E-05
93	1.90801E-05
94	1.9081E-05
95	1.90818E-05
96	1.90827E-05
97	1.90836E-05
98	1.90845E-05
99	1.90854E-05
100	1.90862E-05
101	1.90871E-05
102	1.9088E-05
103	1.90889E-05
104	1.90898E-05
105	1.90906E-05
106	1.90915E-05
107	1.90924E-05
108	1.90933E-05
109	1.90942E-05
110	1.9095E-05
111	1.90959E-05
112	1.90968E-05
113	1.90977E-05
114	1.90986E-05
115	1.90994E-05
116	1.91003E-05
117	1.91012E-05
118	1.91021E-05
119	1.9103E-05
120	1.91038E-05
121	1.91047E-05
122	1.91056E-05
123	1.91065E-05
124	1.91074E-05
125	1.91082E-05
126	1.91091E-05
127	1.911E-05
128	1.91109E-05
129	1.91118E-05
130	1.91126E-05
131	1.91135E-05
132	1.91144E-05
133	1.91153E-05
134	1.91162E-05
135	1.9117E-05
136	1.91179E-05
137	1.91188E-05
138	1.91197E-05
139	1.91206E-05
140	1.91214E-05
141	1.91223E-05
142	1.91232E-05
143	1.91241E-05
144	1.9125E-05
145	1.91258E-05
146	1.91267E-05
147	1.91276E-05
148	1.91285E-05
149	1.91294E-05
150	1.91302E-05
151	1.91311E-05
152	1.9132E-05
153	1.91329E-05
154	1.91338E-05
155	1.91346E-05
156	1.91355E-05
157	1.91364E-05
158	1.91373E-05
159	1.91382E-05
160	1.9139E-05
161	1.91399E-05
162	1.91408E-05
163	1.91417E-05
164	1.91426E-05
165	1.91434E-05
166	1.91443E-05
167	1.91452E-05
168	1.91461E-05
169	1.9147E-05
170	1.91478E-05
171	1.91487E-05
172	1.91496E-05
173	1.91505E-05
174	1.91514E-05
175	1.91522E-05
176	1.91531E-05
177	1.9154E-05
178	1.91549E-05
179	1.91558E-05
180	1.91566E-05
181	1.91575E-05
182	1.91584E-05
183	1.91593E-05
184	1.91602E-05
185	1.9161E-05
186	1.91619E-05
187	1.91628E-05
188	1.91637E-05
189	1.91646E-05
190	1.91654E-05
191	1.91663E-05
192	1.91672E-05
193	1.91681E-05
194	1.9169E-05
195	1.91698E-05
196	1.91707E-05
197	1.91716E-05
198	1.91725E-05
199	1.91734E-05
200	1.91742E-05
201	1.91751E-05
202	1.9176E-05
203	1.91769E-05
204	1.91778E-05
205	1.91786E-05
206	1.91795E-05
207	1.91804E-05
208	1.91813E-05
209	1.91822E-05
210	1.9183E-05
211	1.91839E-05
212	1.91848E-05
213	1.91857E-05
214	1.91866E-05
215	1.91874E-05
216	1.91883E-05
217	1.91892E-05
218	1.91901E-05
219	1.9191E-05
220	1.91918E-05
221	1.91927E-05
222	1.91936E-05
223	1.91945E-05
224	1.91954E-05
225	1.91962E-05
226	1.91971E-05
227	1.9198E-05
228	1.91989E-05
229	1.91998E-05
230	1.92006E-05
231	1.92015E-05
232	1.92024E-05
233	1.92033E-05
234	1.92042E-05
235	1.9205E-05
236	1.92059E-05
237	1.92068E-05
238	1.92077E-05
239	1.92086E-05
240	1.92094E-05
241	1.92103E-05
242	1.92112E-05
243	1.92121E-05
244	1.9213E-05
245	1.92138E-05
246	1.92147E-05
247	1.92156E-05
248	1.92165E-05
249	1.92174E-05
250	1.92182E-05
251	1.92191E-05
252	1.922E-05
253	1.92209E-05
254	1.92218E-05
255	1.92226E-05
256	1.92235E-05
257	1.92244E-05
258	1.92253E-05
259	1.92262E-05
260	1.9227E-05
261	1.92279E-05
262	1.92288E-05
263	1.92297E-05
264	1.92306E-05
265	1.92314E-05
266	1.92323E-05
267	1.92332E-05
268	1.92341E-05
269	1.9235E-05
270	1.92358E-05
271	1.92367E-05
272	1.92376E-05
273	1.92385E-05
274	1.92394E-05
275	1.92402E-05
276	1.92411E-05
277	1.9242E-05
278	1.92429E-05
279	1.92438E-05
280	1.92446E-05
281	1.92455E-05
282	1.92464E-05
283	1.92473E-05
284	1.92482E-05
285	1.9249E-05
286	1.92499E-05
287	1.92508E-05
288	1.92517E-05
289	1.92526E-05
290	1.92534E-05
291	1.92543E-05
292	1.92552E-05
293	1.92561E-05
294	1.9257E-05
295	1.92578E-05
296	1.92587E-05
297	1.92596E-05
298	1.92605E-05
299	1.92614E-05
300	1.92622E-05
301	1.92631E-05
302	1.9264E-05
303	1.92649E-05
304	1.92658E-05
305	1.92666E-05
306	1.92675E-05
307	1.92684E-05
308	1.92693E-05
309	1.92702E-05
310	1.9271E-05
311	1.92719E-05
312	1.92728E-05
313	1.92737E-05
314	1.92746E-05
315	1.92754E-05
316	1.92763E-05
317	1.92772E-05
318	1.92781E-05
319	1.9279E-05
320	1.92798E-05
321	1.92807E-05
322	1.92816E-05
323	1.92825E-05
324	1.92834E-05
325	1.92842E-05
326	1.92851E-05
327	1.9286E-05
328	1.92869E-05
329	1.92878E-05
330	1.92886E-05
331	1.92895E-05
332	1.92904E-05
333	1.92913E-05
334	1.92922E-05
335	1.9293E-05
336	1.92939E-05
337	1.92948E-05
338	1.92957E-05
339	1.92966E-05
340	1.92974E-05
341	1.92983E-05
342	1.92992E-05
343	1.93001E-05
344	1.9301E-05
345	1.93018E-05
346	1.93027E-05
347	1.93036E-05
348	1.93045E-05
349	1.93054E-05
350	1.93062E-05
351	1.93071E-05
352	1.9308E-05
353	1.93089E-05
354	1.93098E-05
355	1.93106E-05
356	1.93115E-05
357	1.93124E-05
358	1.93133E-05
359	1.93142E-05
360	1.9315E-05
361	1.93159E-05
362	1.93168E-05
363	1.93177E-05
364	1.93186E-05
365	1.93194E-05
366	1.93203E-05
367	1.93212E-05
368	1.93221E-05
369	1.9323E-05
370	1.93238E-05
371	1.93247E-05
372	1.93256E-05
373	1.93265E-05
374	1.93274E-05
375	1.93282E-05
376	1.93291E-05
377	1.933E-05
378	1.93309E-05
379	1.93318E-05
380	1.93326E-05
381	1.93335E-05
382	1.93344E-05
383	1.93353E-05
384	1.93362E-05
385	1.9337E-05
386	1.93379E-05
387	1.93388E-05
388	1.93397E-05
389	1.93406E-05
390	1.93414E-05
391	1.93423E-05
392	1.93432E-05
393	1.93441E-05
394	1.9345E-05
395	1.93458E-05
396	1.93467E-05
397	1.93476E-05
398	1.93485E-05
399	1.93494E-05
400	1.93502E-05
401	1.93511E-05
402	1.9352E-05
403	1.93529E-05
404	1.93538E-05
405	1.93546E-05
406	1.93555E-05
407	1.93564E-05
408	1.93573E-05
409	1.93582E-05
410	1.9359E-05
411	1.93599E-05
412	1.93608E-05
413	1.93617E-05
414	1.93626E-05
415	1.93634E-05
416	1.93643E-05
417	1.93652E-05
418	1.93661E-05
419	1.9367E-05
420	1.93678E-05
421	1.93687E-05
422	1.93696E-05
423	1.93705E-05
424	1.93714E-05
425	1.93722E-05
426	1.93731E-05
427	1.9374E-05
428	1.93749E-05
429	1.93758E-05
430	1.93766E-05
431	1.93775E-05
432	1.93784E-05
433	1.93793E-05
434	1.93802E-05
435	1.9381E-05
436	1.93819E-05
437	1.93828E-05
438	1.93837E-05
439	1.93846E-05
440	1.93854E-05
441	1.93863E-05
442	1.93872E-05
443	1.93881E-05
444	1.9389E-05
445	1.93898E-05
446	1.93907E-05
447	1.93916E-05
448	1.93925E-05
449	1.93934E-05
450	1.93942E-05
451	1.93951E-05
452	1.9396E-05
453	1.93969E-05
454	1.93978E-05
455	1.93986E-05
456	1.93995E-05
457	1.94004E-05
458	1.94013E-05
459	1.94022E-05
460	1.9403E-05
461	1.94039E-05
462	1.94048E-05
463	1.94057E-05
464	1.94066E-05
465	1.94074E-05
466	1.94083E-05
467	1.94092E-05
468	1.94101E-05
469	1.9411E-05
470	1.94118E-05
471	1.94127E-05
472	1.94136E-05
473	1.94145E-05
474	1.94154E-05
475	1.94162E-05
476	1.94171E-05
477	1.9418E-05
478	1.94189E-05
479	1.94198E-05
480	1.94206E-05
481	1.94215E-05
482	1.94224E-05
483	1.94233E-05
484	1.94242E-05
485	1.9425E-05
486	1.94259E-05
487	1.94268E-05
488	1.94277E-05
489	1.94286E-05
490	1.94294E-05
491	1.94303E-05
492	1.94312E-05
493	1.94321E-05
494	1.9433E-05
495	1.94338E-05
496	1.94347E-05
497	1.94356E-05
498	1.94365E-05
499	1.94374E-05
500	1.94382E-05
501	1.94391E-05
502	1.944E-05
503	1.94409E-05
504	1.94418E-05
505	1.94426E-05
506	1.94435E-05
507	1.94444E-05
508	1.94453E-05
509	1.94462E-05
510	1.9447E-05
511	1.94479E-05
512	1.94488E-05
513	1.94497E-05
514	1.94506E-05
515	1.94514E-05
516	1.94523E-05
